nom_cle_comparaison_2019,nom_cle_comparaison_2026,nom_affiche_2019,nom_affiche_2026,provinces_2019,provinces_2026,listes_2019,listes_2026,methode_correspondance,confiance_correspondance,nb_tokens_communs,dice_tokens,jw_distance,tokens_nom_famille_communs,tokens_prenoms_communs,annee.x,nom_prenoms_2019,province_2019,numero_liste_2019,liste_id_2019,liste_nom_court_2019,camp_institutionnel_2019,famille_politique_2019,composante_politique_candidat_2019,axe_politique_2019,axe_politique_ordre_2019,rang_2019,tokens_nom_famille_2019,tokens_prenoms_2019,annee.y,nom_prenoms_2026,province_2026,numero_liste_2026,liste_id_2026,liste_nom_court_2026,camp_institutionnel_2026,famille_politique_2026,composante_politique_candidat_2026,axe_politique_2026,axe_politique_ordre_2026,rang_2026,tokens_nom_famille_2026,tokens_prenoms_2026,meme_province,meme_liste_court,meme_camp,meme_axe_politique
CLAIRE HAOCAS MARIE,CLAIRE JACINTHE KAICHOU MARIE TOURA,Marie-Claire HAOCAS,TOURA ép. KAICHOU Jacinthe Marie-Claire,Province Sud,Province Nord,Province Sud - 01 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE SUD (MNIS SUD),Province Nord - 03 - UC FLNKS,validation_manuelle,validee_manuelle,2,0.5,0.16322472848788644,,MARIE|CLAIRE,2019,Marie-Claire HAOCAS,Province Sud,1,2019_Province Sud_01,MNIS Sud,Souverainiste / pro-pays transversal,Neo-independantiste / souverainiste,Neo-independantiste / souverainiste,Souverainiste / pro-pays,3,44,HAOCAS,MARIE|CLAIRE,2026,TOURA ép. KAICHOU Jacinthe Marie-Claire,Province Nord,3,2026_Province Nord_03,UC-FLNKS,Independantiste / souverainiste,UC-FLNKS,UC-FLNKS,Independantiste FLNKS / gauche,1,4,TOURA|KAICHOU,JACINTHE|MARIE|CLAIRE,FALSE,FALSE,FALSE,FALSE
JEAN MALEJAC YVES,JEAN KARTODIMEDJO YVES,Jean-Yves MALEJAC,KARTODIMEDJO Jean-Yves,Province Sud,Province Nord,Province Sud - 02 - RASSEMBLEMENT NATIONAL,Province Nord - 02 - ALTERNATIVE NORD POUR UN PAYS SOUVERAIN,validation_manuelle,validee_manuelle,2,0.6666666666666666,0.1223071046600458,,JEAN|YVES,2019,Jean-Yves MALEJAC,Province Sud,2,2019_Province Sud_02,Rassemblement national,Non-independantiste / droite nationale,Rassemblement national / droite nationale,Rassemblement national / droite nationale,Droite nationale anti-independantiste,7,7,MALEJAC,JEAN|YVES,2026,KARTODIMEDJO Jean-Yves,Province Nord,2,2026_Province Nord_02,Alternative Nord pour un pays souverain,Independantiste / souverainiste,UPK / DUS / Parti travailliste,UPK / DUS / Parti travailliste,Independantiste FLNKS / gauche,1,19,KARTODIMEDJO,JEAN|YVES,FALSE,FALSE,FALSE,FALSE
MARIE REBY THERESE,CHRISTELLE KERFOURN LILIANE MARIE THERESE,Marie-Thérèse REBY,"KERFOURN Christelle, Liliane, Marie-Thérèse",Province Sud,Province Sud,Province Sud - 02 - RASSEMBLEMENT NATIONAL,Province Sud - 08 - POUR UNE CALEDONIE FRANCAISE,validation_manuelle,validee_manuelle,2,0.5,0.4245386501484063,,MARIE|THERESE,2019,Marie-Thérèse REBY,Province Sud,2,2019_Province Sud_02,Rassemblement national,Non-independantiste / droite nationale,Rassemblement national / droite nationale,Rassemblement national / droite nationale,Droite nationale anti-independantiste,7,42,REBY,MARIE|THERESE,2026,"KERFOURN Christelle, Liliane, Marie-Thérèse",Province Sud,8,2026_Province Sud_08,Pour une Caledonie francaise,Non-independantiste / droite nationale,Voix du Caillou / Rassemblement national diss.,Voix du Caillou / Rassemblement national diss.,Droite nationale anti-independantiste,7,16,KERFOURN,CHRISTELLE|LILIANE|MARIE|THERESE,TRUE,FALSE,TRUE,TRUE
FAVREAU GABRIEL JEAN,GABRIEL JEAN PABOU,Jean-Gabriel FAVREAU,PABOU Jean Gabriel,Province Sud,Province Nord,Province Sud - 03 - L’AVENIR EN CONFIANCE,Province Nord - 04 - FAIRE PAYS,validation_manuelle,validee_manuelle,2,0.6666666666666666,0.3288359788359789,,JEAN|GABRIEL,2019,Jean-Gabriel FAVREAU,Province Sud,3,2019_Province Sud_03,L'Avenir en confiance,Non-independantiste / loyaliste,Loyaliste droite,Loyaliste droite,Loyaliste droite,6,20,FAVREAU,JEAN|GABRIEL,2026,PABOU Jean Gabriel,Province Nord,4,2026_Province Nord_04,Faire Pays,Souverainiste / pro-pays transversal,Faire Pays / souverainisme en partenariat,Faire Pays / souverainisme en partenariat,Souverainiste / pro-pays,3,25,PABOU,JEAN|GABRIEL,FALSE,FALSE,FALSE,FALSE
JEAN KOTOPEU PHILIPPE,ALPHONSE JEAN PHILIPPE THIA,Jean-Philippe KOTOPEU,"THIA ALPHONSE, JEAN-PHILIPPE",Province Sud,Province Sud,Province Sud - 04 - PARTI TRAVAILLISTE ET FORCES PROGRESSISTES POUR L’UNITE ET LE CHANGEMENT,Province Sud - 07 - FAIRE PAYS,validation_manuelle,validee_manuelle,2,0.5714285714285714,0.2947919908704222,,JEAN|PHILIPPE,2019,Jean-Philippe KOTOPEU,Province Sud,4,2019_Province Sud_04,Parti travailliste et forces progressistes,Independantiste / souverainiste,Parti travailliste,Parti travailliste,Independantiste FLNKS / gauche,1,17,KOTOPEU,JEAN|PHILIPPE,2026,"THIA ALPHONSE, JEAN-PHILIPPE",Province Sud,7,2026_Province Sud_07,Faire Pays,Souverainiste / pro-pays transversal,Faire Pays / MNIS,Faire Pays / MNIS,Souverainiste / pro-pays,3,27,THIA,ALPHONSE|JEAN|PHILIPPE,TRUE,FALSE,FALSE,FALSE
CONDOYA MAY POIWI ROSE,ASKARTI MAY ROSE,Rose-May CONDOYA épouse POIWI,ASKARTI Rose-May,Province Sud,Province Sud,Province Sud - 04 - PARTI TRAVAILLISTE ET FORCES PROGRESSISTES POUR L’UNITE ET LE CHANGEMENT,"Province Sud - 03 - FRANCE CALEDONIE, UNE PATRIE",validation_manuelle,validee_manuelle,2,0.5714285714285714,0.3617424242424243,,ROSE|MAY,2019,Rose-May CONDOYA épouse POIWI,Province Sud,4,2019_Province Sud_04,Parti travailliste et forces progressistes,Independantiste / souverainiste,Parti travailliste,Parti travailliste,Independantiste FLNKS / gauche,1,26,CONDOYA|POIWI,ROSE|MAY,2026,ASKARTI Rose-May,Province Sud,3,2026_Province Sud_03,"France Caledonie, une patrie",Non-independantiste / droite nationale,France-Caledonie / Rassemblement national,France-Caledonie / Rassemblement national,Droite nationale anti-independantiste,7,20,ASKARTI,ROSE|MAY,TRUE,FALSE,FALSE,FALSE
ELE ELE HMAEA,APUERI ELE HMAEA HNAWIA SIMONE,Elë ELE-HMAEA,HNAWIA EPOUSE ELE-HMAEA SIMONE APUERI,Province Sud,Province des Iles,Province Sud - 04 - PARTI TRAVAILLISTE ET FORCES PROGRESSISTES POUR L’UNITE ET LE CHANGEMENT,Province des Iles - 07 - UNION POUR CONSTRUIRE DANS LE CONSENSUS,validation_manuelle,validee_manuelle,2,0.5714285714285714,0.3533022533022534,,ELE,2019,Elë ELE-HMAEA,Province Sud,4,2019_Province Sud_04,Parti travailliste et forces progressistes,Independantiste / souverainiste,Parti travailliste,Parti travailliste,Independantiste FLNKS / gauche,1,29,ELE|HMAEA,ELE,2026,HNAWIA EPOUSE ELE-HMAEA SIMONE APUERI,Province des Iles,7,2026_Province des Iles_07,Union pour construire dans le consensus,Independantiste / souverainiste,Union caledonienne dissidente,Union caledonienne dissidente,Independantiste FLNKS / gauche,1,10,HNAWIA,ELE|HMAEA|SIMONE|APUERI,FALSE,FALSE,TRUE,TRUE
HOLUE JEAN NOEL,JEAN NOEL SOLE,Jean-Noël HOLUE,SOLE Jean Noel,Province Sud,Province Nord,Province Sud - 04 - PARTI TRAVAILLISTE ET FORCES PROGRESSISTES POUR L’UNITE ET LE CHANGEMENT,Province Nord - 02 - ALTERNATIVE NORD POUR UN PAYS SOUVERAIN,validation_manuelle,validee_manuelle,2,0.6666666666666666,0.2221001221001221,,JEAN|NOEL,2019,Jean-Noël HOLUE,Province Sud,4,2019_Province Sud_04,Parti travailliste et forces progressistes,Independantiste / souverainiste,Parti travailliste,Parti travailliste,Independantiste FLNKS / gauche,1,35,HOLUE,JEAN|NOEL,2026,SOLE Jean Noel,Province Nord,2,2026_Province Nord_02,Alternative Nord pour un pays souverain,Independantiste / souverainiste,UPK / DUS / Parti travailliste,UPK / DUS / Parti travailliste,Independantiste FLNKS / gauche,1,11,SOLE,JEAN|NOEL,FALSE,FALSE,TRUE,TRUE
JEAN MARC NEDENON,JEAN MARC VOUDIJO,Jean Marc NEDENON,VOUDIJO Jean-Marc,Province Sud,Province Nord,Province Sud - 05 - CALEDONIE NOUVELLE ET REUNIE,Province Nord - 05 - UNION NATIONALE POUR L'INDEPENDANCE (UNI),validation_manuelle,validee_manuelle,2,0.6666666666666666,0.13431372549019605,,JEAN|MARC,2019,Jean Marc NEDENON,Province Sud,5,2019_Province Sud_05,Caledonie nouvelle et reunie,A preciser,Divers / a preciser,Divers / a preciser,A preciser,8,37,NEDENON,JEAN|MARC,2026,VOUDIJO Jean-Marc,Province Nord,5,2026_Province Nord_05,UNI,Independantiste / souverainiste,UNI / Palika-UPM-UNID,UNI / Palika-UPM-UNID,Independantiste UNI / Palika,2,17,VOUDIJO,JEAN|MARC,FALSE,FALSE,FALSE,FALSE
DARRAS JEAN LOUIS,JEAN LOUIS NEWEDOU,Jean Louis DARRAS,NEWEDOU Jean-Louis,Province Sud,Province Sud,Province Sud - 05 - CALEDONIE NOUVELLE ET REUNIE,Province Sud - 04 - ALLIANCE PACIFIK ENRACINEE,validation_manuelle,validee_manuelle,2,0.6666666666666666,0.4139433551198257,,JEAN|LOUIS,2019,Jean Louis DARRAS,Province Sud,5,2019_Province Sud_05,Caledonie nouvelle et reunie,A preciser,Divers / a preciser,Divers / a preciser,A preciser,8,39,DARRAS,JEAN|LOUIS,2026,NEWEDOU Jean-Louis,Province Sud,4,2026_Province Sud_04,Alliance Pacifik enracinee,Oceanien / transversal,Alliance Pacifik / oceanien-local,Alliance Pacifik / oceanien-local,Oceanien / transversal,4,12,NEWEDOU,JEAN|LOUIS,TRUE,FALSE,FALSE,FALSE
FLORINDA LAUFOU MARIE ROSE,MARIE NEKOENG ROSE,"Florinda, Marie Rose LAUFOU",NEKOENG Marie-Rose,Province Sud,Province des Iles,Province Sud - 06 - L’EVEIL OCEANIEN,Province des Iles - 06 - S'ENGAGER ET OEUVRER POUR LA PROSPERITE DE NOTRE,validation_manuelle,validee_manuelle,2,0.5714285714285714,0.37393162393162394,,MARIE|ROSE,2019,"Florinda, Marie Rose LAUFOU",Province Sud,6,2019_Province Sud_06,L'Eveil oceanien,Oceanien / transversal,Eveil oceanien / oceanien,Eveil oceanien / oceanien,Oceanien / transversal,4,12,LAUFOU,FLORINDA|MARIE|ROSE,2026,NEKOENG Marie-Rose,Province des Iles,6,2026_Province des Iles_06,S'engager et oeuvrer,Independantiste / souverainiste,UPK,UPK,Independantiste FLNKS / gauche,1,2,NEKOENG,MARIE|ROSE,FALSE,FALSE,FALSE,FALSE
JEAN KUILAGI PIERRE,JEAN MALO PIERRE,Jean-Pierre KUILAGI,MALO Jean-Pierre,Province Sud,Province des Iles,Province Sud - 06 - L’EVEIL OCEANIEN,Province des Iles - 03 - BASELAIA,validation_manuelle,validee_manuelle,2,0.6666666666666666,0.10620300751879697,,JEAN|PIERRE,2019,Jean-Pierre KUILAGI,Province Sud,6,2019_Province Sud_06,L'Eveil oceanien,Oceanien / transversal,Eveil oceanien / oceanien,Eveil oceanien / oceanien,Oceanien / transversal,4,15,KUILAGI,JEAN|PIERRE,2026,MALO Jean-Pierre,Province des Iles,3,2026_Province des Iles_03,Baselaia,Independantiste / souverainiste,Union caledonienne dissidente,Union caledonienne dissidente,Independantiste FLNKS / gauche,1,13,MALO,JEAN|PIERRE,FALSE,FALSE,FALSE,FALSE
ANGLEBERMES JEAN LOUIS MARIE PAUL,AYAWA JEAN MARIE,"Jean-Louis, Paul, Marie D'ANGLEBERMES",AYAWA Jean-Marie,Province Sud,Province Sud,Province Sud - 07 - FLNKS,Province Sud - 02 - KANAKY POUR TOUS,validation_manuelle,validee_manuelle,2,0.5,0.3659090909090909,,JEAN|MARIE,2019,"Jean-Louis, Paul, Marie D'ANGLEBERMES",Province Sud,7,2019_Province Sud_07,FLNKS,Independantiste / souverainiste,Independantiste / pro-pays,Independantiste / pro-pays,Independantiste FLNKS / gauche,1,13,ANGLEBERMES,JEAN|LOUIS|PAUL|MARIE,2026,AYAWA Jean-Marie,Province Sud,2,2026_Province Sud_02,Kanaky pour tous,Independantiste / souverainiste,FLNKS elargi / UC-CCAT-DUS-RDO-DA-PT,FLNKS elargi / UC-CCAT-DUS-RDO-DA-PT,Independantiste FLNKS / gauche,1,9,AYAWA,JEAN|MARIE,TRUE,FALSE,TRUE,TRUE
CLAUDE KOMEDJIE MARIE STELLE,CLAUDE MARIE SIRET,"Stelle, Marie-Claude KOMEDJIE","SIRET Claude, Marie",Province Sud,Province Sud,Province Sud - 07 - FLNKS,"Province Sud - 09 - NOUS, REUNIS!",validation_manuelle,validee_manuelle,2,0.5714285714285714,0.13085901027077507,,MARIE|CLAUDE,2019,"Stelle, Marie-Claude KOMEDJIE",Province Sud,7,2019_Province Sud_07,FLNKS,Independantiste / souverainiste,Independantiste / pro-pays,Independantiste / pro-pays,Independantiste FLNKS / gauche,1,44,KOMEDJIE,STELLE|MARIE|CLAUDE,2026,"SIRET Claude, Marie",Province Sud,9,2026_Province Sud_09,"Nous, reunis",Non-independantiste / autonomiste modere,Caledonie Ensemble diss.,Caledonie Ensemble diss.,Centre non-independantiste,5,13,SIRET,CLAUDE|MARIE,TRUE,FALSE,FALSE,FALSE
GOWET JEAN MICHEL,JEAN MICHEL WAITREU,Jean-Michel GOWET,WAITREU Jean-Michel,Province Sud,Province des Iles,Province Sud - 08 - ALLIANCE CITOYENNE POUR LA TRANSITION. CONSTRUIRE NOTRE PAYS EN MELANESIE - (ACT),Province des Iles - 01 - PALIKA ÎLES,validation_manuelle,validee_manuelle,2,0.6666666666666666,0.35036119711042324,,JEAN|MICHEL,2019,Jean-Michel GOWET,Province Sud,8,2019_Province Sud_08,Alliance citoyenne pour la transition,A preciser,Divers / a preciser,Divers / a preciser,A preciser,8,44,GOWET,JEAN|MICHEL,2026,WAITREU Jean-Michel,Province des Iles,1,2026_Province des Iles_01,Palika Iles,Independantiste / souverainiste,UNI / Palika,UNI / Palika,Independantiste UNI / Palika,2,14,WAITREU,JEAN|MICHEL,FALSE,FALSE,FALSE,FALSE
DANARADJOU JEAN PAUL,HAUDRA JEAN JUNIOR PAUL,Jean-Paul DANARADJOU,HAUDRA JEAN-PAUL JUNIOR,Province Sud,Province des Iles,Province Sud - 09 - CONSTRUIRE AUTREMENT,Province des Iles - 07 - UNION POUR CONSTRUIRE DANS LE CONSENSUS,validation_manuelle,validee_manuelle,2,0.5714285714285714,0.2354267310789051,,JEAN|PAUL,2019,Jean-Paul DANARADJOU,Province Sud,9,2019_Province Sud_09,Construire autrement,A preciser,Divers / a preciser,Divers / a preciser,A preciser,8,17,DANARADJOU,JEAN|PAUL,2026,HAUDRA JEAN-PAUL JUNIOR,Province des Iles,7,2026_Province des Iles_07,Union pour construire dans le consensus,Independantiste / souverainiste,Union caledonienne dissidente,Union caledonienne dissidente,Independantiste FLNKS / gauche,1,15,HAUDRA,JEAN|PAUL|JUNIOR,FALSE,FALSE,FALSE,FALSE
CHARLES GEORGES OLIVIER TESTEMALLE,CHARLES OLIVIER,Olivier Georges Charles TESTEMALLE,CHARLES Olivier,Province Sud,Province Sud,Province Sud - 09 - CONSTRUIRE AUTREMENT,Province Sud - 12 - UN ESPOIR POUR DEMAIN,validation_manuelle,validee_manuelle,2,0.6666666666666666,0.1517647058823529,,OLIVIER,2019,Olivier Georges Charles TESTEMALLE,Province Sud,9,2019_Province Sud_09,Construire autrement,A preciser,Divers / a preciser,Divers / a preciser,A preciser,8,25,TESTEMALLE,OLIVIER|GEORGES|CHARLES,2026,CHARLES Olivier,Province Sud,12,2026_Province Sud_12,Un espoir pour demain,Non-independantiste / autonomiste modere,Centre droit non-independantiste / nationalisme caledonien,Centre droit non-independantiste / nationalisme caledonien,Centre non-independantiste,5,7,CHARLES,OLIVIER,TRUE,FALSE,FALSE,FALSE
ANNE DHERSIN MARIE,ANNE MARIE SOLANGE WAHMOWE,Marie-Anne DHERSIN,WAHMOWE SOLANGE ANNE-MARIE,Province Sud,Province des Iles,Province Sud - 09 - CONSTRUIRE AUTREMENT,Province des Iles - 07 - UNION POUR CONSTRUIRE DANS LE CONSENSUS,validation_manuelle,validee_manuelle,2,0.5714285714285714,0.17960927960927958,,MARIE|ANNE,2019,Marie-Anne DHERSIN,Province Sud,9,2019_Province Sud_09,Construire autrement,A preciser,Divers / a preciser,Divers / a preciser,A preciser,8,42,DHERSIN,MARIE|ANNE,2026,WAHMOWE SOLANGE ANNE-MARIE,Province des Iles,7,2026_Province des Iles_07,Union pour construire dans le consensus,Independantiste / souverainiste,Union caledonienne dissidente,Union caledonienne dissidente,Independantiste FLNKS / gauche,1,20,WAHMOWE,SOLANGE|ANNE|MARIE,FALSE,FALSE,FALSE,FALSE
CHANEL FLORES PIERRE,CHANEL NONMOIRA PIERRE,Pierre-Chanel FLORES,NONMOIRA Pierre-Chanel,Province Sud,Province Sud,Province Sud - 10 - DESTIN COMMUN CALEDONIEN,Province Sud - 11 - UNIS POUR LE PAYS,validation_manuelle,validee_manuelle,2,0.6666666666666666,0.12579545454545457,,PIERRE|CHANEL,2019,Pierre-Chanel FLORES,Province Sud,10,2019_Province Sud_10,Destin commun caledonien,A preciser,Divers / a preciser,Divers / a preciser,A preciser,8,35,FLORES,PIERRE|CHANEL,2026,NONMOIRA Pierre-Chanel,Province Sud,11,2026_Province Sud_11,Unis pour le Pays,Independantiste / souverainiste,UNI / Palika-UPM-UNID,UNI / Palika-UPM-UNID,Independantiste UNI / Palika,2,43,NONMOIRA,PIERRE|CHANEL,TRUE,FALSE,FALSE,FALSE
FRANCOISE HMEUN MARIE,AGOURERE FRANCOISE MARIE,Marie-Françoise HMEUN,AGOURERE Marie-Françoise,Province Sud,Province Sud,"Province Sud - 11 - CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",Province Sud - 04 - ALLIANCE PACIFIK ENRACINEE,validation_manuelle,validee_manuelle,2,0.6666666666666666,0.29761904761904767,,MARIE|FRANCOISE,2019,Marie-Françoise HMEUN,Province Sud,11,2019_Province Sud_11,Caledoniens Ensemble,Non-independantiste / autonomiste modere,Caledonie Ensemble / centre non-independantiste,Caledonie Ensemble / centre non-independantiste,Centre non-independantiste,5,20,HMEUN,MARIE|FRANCOISE,2026,AGOURERE Marie-Françoise,Province Sud,4,2026_Province Sud_04,Alliance Pacifik enracinee,Oceanien / transversal,Alliance Pacifik / oceanien-local,Alliance Pacifik / oceanien-local,Oceanien / transversal,4,21,AGOURERE,MARIE|FRANCOISE,TRUE,FALSE,FALSE,FALSE
JOELLE KAOUMA MARIE,JULIEN KAOUMA MALAWIE MARIE MINDIA,Marie-Joëlle KAOUMA,KAOUMA EPOUSE MINDIA MALAWIE MARIE-JULIEN,Province des Iles,Province des Iles,Province des Iles - 01 - UNITAIRE KANAKY GENERATION,Province des Iles - 07 - UNION POUR CONSTRUIRE DANS LE CONSENSUS,validation_manuelle,validee_manuelle,2,0.5,0.29029927760577917,KAOUMA,MARIE,2019,Marie-Joëlle KAOUMA,Province des Iles,1,2019_Province des Iles_01,Unitaire Kanaky Generation,Independantiste / souverainiste,Independantiste / pro-pays,Independantiste / pro-pays,Independantiste FLNKS / gauche,1,4,KAOUMA,MARIE|JOELLE,2026,KAOUMA EPOUSE MINDIA MALAWIE MARIE-JULIEN,Province des Iles,7,2026_Province des Iles_07,Union pour construire dans le consensus,Independantiste / souverainiste,Union caledonienne dissidente,Union caledonienne dissidente,Independantiste FLNKS / gauche,1,12,KAOUMA,MINDIA|MALAWIE|MARIE|JULIEN,TRUE,FALSE,TRUE,TRUE
JEAN WAIMO YVES,JEAN POITHILI YVES,Jean-Yves WAIMO,POITHILI Jean-Yves,Province des Iles,Province Nord,Province des Iles - 03 - PARTI TRAVAILLISTE,Province Nord - 04 - FAIRE PAYS,validation_manuelle,validee_manuelle,2,0.6666666666666666,0.12333333333333336,,JEAN|YVES,2019,Jean-Yves WAIMO,Province des Iles,3,2019_Province des Iles_03,Parti travailliste,Independantiste / souverainiste,Parti travailliste,Parti travailliste,Independantiste FLNKS / gauche,1,15,WAIMO,JEAN|YVES,2026,POITHILI Jean-Yves,Province Nord,4,2026_Province Nord_04,Faire Pays,Souverainiste / pro-pays transversal,Faire Pays / souverainisme en partenariat,Faire Pays / souverainisme en partenariat,Souverainiste / pro-pays,3,27,POITHILI,JEAN|YVES,FALSE,FALSE,FALSE,FALSE
JOSEPHINE MARIE WAIWE WANARO,HAICONGENE JOSEPHINE MARIE WATWE,Marie-Joséphine WAIWE née WANARO,"WATWE Marie-Josephine, Haicongene",Province des Iles,Province des Iles,Province des Iles - 05 - DYNAMIQUE AUTOCHTONE,Province des Iles - 04 - NATION AUTOCHTONE,validation_manuelle,validee_manuelle,2,0.5,0.26196428571428576,,MARIE|JOSEPHINE,2019,Marie-Joséphine WAIWE née WANARO,Province des Iles,5,2019_Province des Iles_05,Dynamique autochtone,Independantiste / souverainiste,Autochtone / oceanien / local,Autochtone / oceanien / local,Independantiste FLNKS / gauche,1,23,WAIWE|WANARO,MARIE|JOSEPHINE,2026,"WATWE Marie-Josephine, Haicongene",Province des Iles,4,2026_Province des Iles_04,Nation autochtone,Independantiste / souverainiste,Dynamique autochtone,Dynamique autochtone,Independantiste FLNKS / gauche,1,23,WATWE,MARIE|JOSEPHINE|HAICONGENE,TRUE,FALSE,TRUE,TRUE
CHRISTINE MARIE MINDIA,CHRISTINE MARIE NEWEDOU,Marie-Christine MINDIA,NEWEDOU Marie-Christine,Province des Iles,Province Sud,Province des Iles - 07 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE ILES (MNIS ILES),Province Sud - 11 - UNIS POUR LE PAYS,validation_manuelle,validee_manuelle,2,0.6666666666666666,0.0798418972332016,,MARIE|CHRISTINE,2019,Marie-Christine MINDIA,Province des Iles,7,2019_Province des Iles_07,MNIS Iles,Souverainiste / pro-pays transversal,Neo-independantiste / souverainiste,Neo-independantiste / souverainiste,Souverainiste / pro-pays,3,11,MINDIA,MARIE|CHRISTINE,2026,NEWEDOU Marie-Christine,Province Sud,11,2026_Province Sud_11,Unis pour le Pays,Independantiste / souverainiste,UNI / Palika-UPM-UNID,UNI / Palika-UPM-UNID,Independantiste UNI / Palika,2,42,NEWEDOU,MARIE|CHRISTINE,FALSE,FALSE,FALSE,FALSE
