nom_cle_comparaison,nom_affiche_2019,nom_normalise_2019,provinces_2019,listes_2019,rangs_2019,n_apparitions_2019,camps_2019,familles_politiques_2019,composantes_politiques_2019,axes_politiques_2019,qualification_a_verifier_2019,mandat_2019_2019,groupe_congres_2019_initial_2019,groupe_assemblee_province_2019_2019,groupe_congres_2026_actuel_2019,groupe_assemblee_province_2026_actuel_2019,nom_affiche_2026,nom_normalise_2026,provinces_2026,listes_2026,rangs_2026,n_apparitions_2026,camps_2026,familles_politiques_2026,composantes_politiques_2026,axes_politiques_2026,qualification_a_verifier_2026,mandat_2019_2026,groupe_congres_2019_initial_2026,groupe_assemblee_province_2019_2026,groupe_congres_2026_actuel_2026,groupe_assemblee_province_2026_actuel_2026,statut_exact
ANDREE HNAWIA WAIJAIJA WENETHEM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HNAWIA ép. WENETHEM Andrée Waijaija,HNAWIA WENETHEM ANDREE WAIJAIJA,Province des Iles,Province des Iles - 05 - UC-FLNKS Iles,Province des Iles:24,1,Independantiste / souverainiste,UC-FLNKS,UC-FLNKS,Independantiste FLNKS / gauche,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
ANDRY STELLA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANDRY Stella,ANDRY STELLA,Province Sud,Province Sud - 12 - Un espoir pour demain,Province Sud:12,1,Non-independantiste / autonomiste modere,Centre droit non-independantiste / nationalisme caledonien,Centre droit non-independantiste / nationalisme caledonien,Centre non-independantiste,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
ANDY MALO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MALO ANDY,MALO ANDY,Province Sud,Province Sud - 07 - Faire Pays,Province Sud:43,1,Souverainiste / pro-pays transversal,Faire Pays / MNIS,Faire Pays / MNIS,Souverainiste / pro-pays,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
ANGELINA LACROSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LACROSE Angélina,LACROSE ANGELINA,Province Sud,Province Sud - 05 - Une Province pour tous,Province Sud:02,1,Non-independantiste / autonomiste modere,Caledonie Ensemble / Rassemblement-LR diss.,Caledonie Ensemble / Rassemblement-LR diss.,Centre non-independantiste,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
ANGELIQUE MACCAM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MACCAM Angélique,MACCAM ANGELIQUE,Province Sud,Province Sud - 06 - Souverainete Kanaky NC,Province Sud:40,1,Independantiste / souverainiste,Souverainete Kanaky NC,Souverainete Kanaky NC,Independantiste FLNKS / gauche,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
ANGELO PITO TERIIEHOAMAROTETINITAHUEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PITO Angelo Teriiehoamarotetinitahuéa,PITO ANGELO TERIIEHOAMAROTETINITAHUEA,Province Sud,Province Sud - 05 - Une Province pour tous,Province Sud:29,1,Non-independantiste / autonomiste modere,Caledonie Ensemble / Rassemblement-LR diss.,Caledonie Ensemble / Rassemblement-LR diss.,Centre non-independantiste,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
ANGLEBERMES MEGANE ODETTE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D'ANGLEBERMES Mégane, Odette",D ANGLEBERMES MEGANE ODETTE,Province Sud,Province Sud - 11 - Unis pour le Pays,Province Sud:10,1,Independantiste / souverainiste,UNI / Palika-UPM-UNID,UNI / Palika-UPM-UNID,Independantiste UNI / Palika,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
ANGY BOEHE SINGRIDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOËHE Angy Singride,BOEHE ANGY SINGRIDE,Province Nord,Province Nord - 02 - Alternative Nord pour un pays souverain,Province Nord:08,1,Independantiste / souverainiste,UPK / DUS / Parti travailliste,UPK / DUS / Parti travailliste,Independantiste FLNKS / gauche,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
ANITA LOTOLOTOLUA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LOTOLOTOLUA Anita,LOTOLOTOLUA ANITA,Province Sud,Province Sud - 06 - Souverainete Kanaky NC,Province Sud:22,1,Independantiste / souverainiste,Souverainete Kanaky NC,Souverainete Kanaky NC,Independantiste FLNKS / gauche,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
ANNA HNACEMA TOMA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOMA épouse HNACEMA Anna,TOMA HNACEMA ANNA,Province des Iles,Province des Iles - 05 - UC-FLNKS Iles,Province des Iles:16,1,Independantiste / souverainiste,UC-FLNKS,UC-FLNKS,Independantiste FLNKS / gauche,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
ANNA MARIE ROSE WADRENGES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WADRENGES Anna Rose-Marie,WADRENGES ANNA ROSE MARIE,Province des Iles,Province des Iles - 06 - S'engager et oeuvrer,Province des Iles:10,1,Independantiste / souverainiste,UPK,UPK,Independantiste FLNKS / gauche,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
ANNE DOUEPERE PASCALE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DOUEPERE Anne Pascale,DOUEPERE ANNE PASCALE,Province Sud,Province Sud - 06 - Souverainete Kanaky NC,Province Sud:26,1,Independantiste / souverainiste,Souverainete Kanaky NC,Souverainete Kanaky NC,Independantiste FLNKS / gauche,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
ANNE GAZENGEL GERALDINE MARIE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GAZENGEL Anne-Marie Géraldine,GAZENGEL ANNE MARIE GERALDINE,Province Nord,Province Nord - 04 - Faire Pays,Province Nord:04,1,Souverainiste / pro-pays transversal,Faire Pays / souverainisme en partenariat,Faire Pays / souverainisme en partenariat,Souverainiste / pro-pays,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
ANNE GERMAINE LAURE NICOLI SIMONE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NICOLI Anne-Laure Simone Germaine,NICOLI ANNE LAURE SIMONE GERMAINE,Province Nord,Province Nord - 01 - Agissons ensemble pour le Nord,Province Nord:15,1,Non-independantiste / loyaliste,Rassemblement-LR + Les Loyalistes,Loyalistes / Rassemblement - candidat non rattache par groupe actuel,Loyaliste droite,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
ANNE MARIE SOLANGE WAHMOWE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WAHMOWE SOLANGE ANNE-MARIE,WAHMOWE SOLANGE ANNE MARIE,Province des Iles,Province des Iles - 07 - Union pour construire dans le consensus,Province des Iles:20,1,Independantiste / souverainiste,Union caledonienne dissidente,Union caledonienne dissidente,Independantiste FLNKS / gauche,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
ANNE TRAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRAN Anne,TRAN ANNE,Province Sud,Province Sud - 01 - Un autre monde est possible,Province Sud:14,1,Oceanien / transversal,Eveil oceanien / centre non-independantiste oceanien,Eveil oceanien / centre non-independantiste oceanien,Oceanien / transversal,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
ANNEXE CALEDONNE CANDIDATURES DES FIXANT LA LISTE ROUVELLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNEXE FIXANT LA LISTE DES CANDIDATURES A ROUVELLE CALÉDONNE,ANNEXE FIXANT LA LISTE DES CANDIDATURES A ROUVELLE CALEDONNE,Province Sud,"Province Sud - 03 - France Caledonie, une patrie",Province Sud:31,1,Non-independantiste / droite nationale,France-Caledonie / Rassemblement national,France-Caledonie / Rassemblement national,Droite nationale anti-independantiste,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
ANNEXE CANDIDATURES DES EN FIXANT LA LISTE RO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNEXE FIXANT LA LISTE DES CANDIDATURES EN RO,ANNEXE FIXANT LA LISTE DES CANDIDATURES EN RO,Province Nord,Province Nord - 04 - Faire Pays,Province Nord:32,1,Souverainiste / pro-pays transversal,Faire Pays / souverainisme en partenariat,Faire Pays / souverainisme en partenariat,Souverainiste / pro-pays,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
ANNICK LAPETITE MARIELLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAPETITE Marielle Annick,LAPETITE MARIELLE ANNICK,Province Sud,Province Sud - 06 - Souverainete Kanaky NC,Province Sud:46,1,Independantiste / souverainiste,Souverainete Kanaky NC,Souverainete Kanaky NC,Independantiste FLNKS / gauche,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
ANNIE CITRE INES LYSE THELEMO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CITRE Thelemo, Ines, Annie-Lyse",CITRE THELEMO INES ANNIE LYSE,Province Sud,"Province Sud - 09 - Nous, reunis",Province Sud:46,1,Non-independantiste / autonomiste modere,Caledonie Ensemble diss.,Caledonie Ensemble diss.,Centre non-independantiste,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
ANNIE HULIWA WATIXENE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HULIWA Watixenë Annie,HULIWA WATIXENE ANNIE,Province des Iles,Province des Iles - 04 - Nation autochtone,Province des Iles:09,1,Independantiste / souverainiste,Dynamique autochtone,Dynamique autochtone,Independantiste FLNKS / gauche,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
ANNIE JINEZI QAEZE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QAEZE Jinézi Annie,QAEZE JINEZI ANNIE,Province Sud,Province Sud - 05 - Une Province pour tous,Province Sud:06,1,Non-independantiste / autonomiste modere,Caledonie Ensemble / Rassemblement-LR diss.,Caledonie Ensemble / Rassemblement-LR diss.,Centre non-independantiste,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
ANOSIATA MYRIAM PUAPUA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PUAPUA Myriam Anosiata,PUAPUA MYRIAM ANOSIATA,Province Sud,"Province Sud - 09 - Nous, reunis",Province Sud:34,1,Non-independantiste / autonomiste modere,Caledonie Ensemble diss.,Caledonie Ensemble diss.,Centre non-independantiste,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
ANTHONY BASSI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BASSI Anthony,BASSI ANTHONY,Province Sud,"Province Sud - 09 - Nous, reunis",Province Sud:15,1,Non-independantiste / autonomiste modere,Caledonie Ensemble diss.,Caledonie Ensemble diss.,Centre non-independantiste,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
ANTOINE HMAE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HMAE Antoine,HMAE ANTOINE,Province des Iles,Province des Iles - 02 - Un nouveau souffle,Province des Iles:17,1,Non-independantiste / loyaliste,Rassemblement-LR + Les Loyalistes,Loyalistes / Rassemblement - candidat non rattache par groupe actuel,Loyaliste droite,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
ANTOINE ROMAIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ROMAIN Antoine,ROMAIN ANTOINE,Province Sud,Province Sud - 10 - Les Loyalistes et Le Rassemblement,Province Sud:48,1,Non-independantiste / loyaliste,Les Loyalistes + Rassemblement-LR,Loyalistes / Rassemblement - candidat non rattache par groupe actuel,Loyaliste droite,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
ANTONIO HENRI KEYRAN LEILAGI PEAUTAU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PEAUTAU Keyran, Leilagi, Henri, Antonio",PEAUTAU KEYRAN LEILAGI HENRI ANTONIO,Province Sud,Province Sud - 04 - Alliance Pacifik enracinee,Province Sud:30,1,Oceanien / transversal,Alliance Pacifik / oceanien-local,Alliance Pacifik / oceanien-local,Oceanien / transversal,TRUE,NA,NA,NA,NA,NA,nouveau_2026_exact
ANTONIO MARTIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MARTIN Antonio,MARTIN ANTONIO,Province Nord,Province Nord - 01 - Agissons ensemble pour le Nord,Province Nord:08,1,Non-independantiste / loyaliste,Rassemblement-LR + Les Loyalistes,Loyalistes / Rassemblement - candidat non rattache par groupe actuel,Loyaliste droite,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
ANTONIO NEWEDOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWEDOU Antonio -,NEWEDOU ANTONIO,Province Sud,Province Sud - 02 - Kanaky pour tous,Province Sud:13,1,Independantiste / souverainiste,FLNKS elargi / UC-CCAT-DUS-RDO-DA-PT,FLNKS elargi / UC-CCAT-DUS-RDO-DA-PT,Independantiste FLNKS / gauche,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
AOUNITE HY NAAOUTCHOUE SEPHORA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HY AOUNITE épouse NAAOUTCHOUE Sephora,HY AOUNITE NAAOUTCHOUE SEPHORA,Province Nord,Province Nord - 03 - UC-FLNKS,Province Nord:18,1,Independantiste / souverainiste,UC-FLNKS,UC-FLNKS,Independantiste FLNKS / gauche,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
AOURIGNA ATINOUA SANDRINE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AOURIGNA ép ATINOUA Sandrine,AOURIGNA ATINOUA SANDRINE,Province Sud,Province Sud - 11 - Unis pour le Pays,Province Sud:20,1,Independantiste / souverainiste,UNI / Palika-UPM-UNID,UNI / Palika-UPM-UNID,Independantiste UNI / Palika,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
APIKAOUA JONATHAN JOSEPH THIERRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"APIKAOUA Jonathan, Thierry, Joseph",APIKAOUA JONATHAN THIERRY JOSEPH,Province Sud,Province Sud - 06 - Souverainete Kanaky NC,Province Sud:13,1,Independantiste / souverainiste,Souverainete Kanaky NC,Souverainete Kanaky NC,Independantiste FLNKS / gauche,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
APPAVOU ERICK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,APPAVOU Erick,APPAVOU ERICK,Province Sud,Province Sud - 08 - Pour une Caledonie francaise,Province Sud:31,1,Non-independantiste / droite nationale,Voix du Caillou / Rassemblement national diss.,Voix du Caillou / Rassemblement national diss.,Droite nationale anti-independantiste,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
APRYL PALADINI SHARON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PALADINI Apryl, Sharon",PALADINI APRYL SHARON,Province Sud,Province Sud - 08 - Pour une Caledonie francaise,Province Sud:28,1,Non-independantiste / droite nationale,Voix du Caillou / Rassemblement national diss.,Voix du Caillou / Rassemblement national diss.,Droite nationale anti-independantiste,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
APUERI ELE HMAEA HNAWIA SIMONE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HNAWIA EPOUSE ELE-HMAEA SIMONE APUERI,HNAWIA ELE HMAEA SIMONE APUERI,Province des Iles,Province des Iles - 07 - Union pour construire dans le consensus,Province des Iles:10,1,Independantiste / souverainiste,Union caledonienne dissidente,Union caledonienne dissidente,Independantiste FLNKS / gauche,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
ARCANGELO COURTOT MARYLINE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COURTOT épouse D'ARCANGELO Maryline,COURTOT D ARCANGELO MARYLINE,Province Sud,Province Sud - 10 - Les Loyalistes et Le Rassemblement,Province Sud:43,1,Non-independantiste / loyaliste,Les Loyalistes + Rassemblement-LR,Loyalistes / Rassemblement - candidat non rattache par groupe actuel,Loyaliste droite,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
ARMANDE CAPOA FELLAH VIVIANE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,À CAPOA Viviane Armande Fellah,A CAPOA VIVIANE ARMANDE FELLAH,Province des Iles,Province des Iles - 06 - S'engager et oeuvrer,Province des Iles:04,1,Independantiste / souverainiste,UPK,UPK,Independantiste FLNKS / gauche,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
ARMELLE DOMINIQUE GILDA MADRARU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MADRARU Armelle Gilda Dominique,MADRARU ARMELLE GILDA DOMINIQUE,Province Nord,Province Nord - 02 - Alternative Nord pour un pays souverain,Province Nord:28,1,Independantiste / souverainiste,UPK / DUS / Parti travailliste,UPK / DUS / Parti travailliste,Independantiste FLNKS / gauche,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
ARMELLE VERONS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VERONS Armelle,VERONS ARMELLE,Province Sud,Province Sud - 05 - Une Province pour tous,Province Sud:14,1,Non-independantiste / autonomiste modere,Caledonie Ensemble / Rassemblement-LR diss.,Caledonie Ensemble / Rassemblement-LR diss.,Centre non-independantiste,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
ARNOLD LEQUES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LEQUES Arnold,LEQUES ARNOLD,Province Sud,Province Sud - 08 - Pour une Caledonie francaise,Province Sud:01,1,Non-independantiste / droite nationale,Voix du Caillou / Rassemblement national diss.,Voix du Caillou / Rassemblement national diss.,Droite nationale anti-independantiste,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
ARNOULD DOMINIQUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARNOULD Dominique,ARNOULD DOMINIQUE,Province Sud,"Province Sud - 09 - Nous, reunis",Province Sud:41,1,Non-independantiste / autonomiste modere,Caledonie Ensemble diss.,Caledonie Ensemble diss.,Centre non-independantiste,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
ARR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F Arr,F ARR,Province Sud,Province Sud - 05 - Une Province pour tous,Province Sud:30,1,Non-independantiste / autonomiste modere,Caledonie Ensemble / Rassemblement-LR diss.,Caledonie Ensemble / Rassemblement-LR diss.,Centre non-independantiste,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
ASINOC SALIGA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SALIGA Asinoc,SALIGA ASINOC,Province Sud,Province Sud - 02 - Kanaky pour tous,Province Sud:34,1,Independantiste / souverainiste,FLNKS elargi / UC-CCAT-DUS-RDO-DA-PT,FLNKS elargi / UC-CCAT-DUS-RDO-DA-PT,Independantiste FLNKS / gauche,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
ASKARTI MAY ROSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ASKARTI Rose-May,ASKARTI ROSE MAY,Province Sud,"Province Sud - 03 - France Caledonie, une patrie",Province Sud:20,1,Non-independantiste / droite nationale,France-Caledonie / Rassemblement national,France-Caledonie / Rassemblement national,Droite nationale anti-independantiste,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
ASSANOUMA JORDHAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ASSANOUMA Jordhan,ASSANOUMA JORDHAN,Province Sud,Province Sud - 01 - Un autre monde est possible,Province Sud:11,1,Oceanien / transversal,Eveil oceanien / centre non-independantiste oceanien,Eveil oceanien / centre non-independantiste oceanien,Oceanien / transversal,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
ASTRID GOPOEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GOPOEA Astrid,GOPOEA ASTRID,Province Nord,Province Nord - 05 - UNI,Province Nord:16,1,Independantiste / souverainiste,UNI / Palika-UPM-UNID,UNI / Palika-UPM-UNID,Independantiste UNI / Palika,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
ATELEA TAOFIFENUA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TAOFIFENUA Atelea,TAOFIFENUA ATELEA,Province Sud,Province Sud - 12 - Un espoir pour demain,Province Sud:13,1,Non-independantiste / autonomiste modere,Centre droit non-independantiste / nationalisme caledonien,Centre droit non-independantiste / nationalisme caledonien,Centre non-independantiste,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
ATINOUA JOE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ATINOUA Joe,ATINOUA JOE,Province Sud,Province Sud - 02 - Kanaky pour tous,Province Sud:07,1,Independantiste / souverainiste,FLNKS elargi / UC-CCAT-DUS-RDO-DA-PT,FLNKS elargi / UC-CCAT-DUS-RDO-DA-PT,Independantiste FLNKS / gauche,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
ATINOUA MARTIAL PATRICE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ATINOUA PATRICE, MARTIAL",ATINOUA PATRICE MARTIAL,Province Sud,Province Sud - 07 - Faire Pays,Province Sud:23,1,Souverainiste / pro-pays transversal,Faire Pays / MNIS,Faire Pays / MNIS,Souverainiste / pro-pays,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
ATRUA LALIE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LALIE Atrua,LALIE ATRUA,Province des Iles,Province des Iles - 03 - Baselaia,Province des Iles:15,1,Independantiste / souverainiste,Union caledonienne dissidente,Union caledonienne dissidente,Independantiste FLNKS / gauche,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
ATTI LARY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ATTI Lary,ATTI LARY,Province Sud,Province Sud - 11 - Unis pour le Pays,Province Sud:15,1,Independantiste / souverainiste,UNI / Palika-UPM-UNID,UNI / Palika-UPM-UNID,Independantiste UNI / Palika,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
AUA MARIE ODILE WADRENGES WAZIZI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WADRENGES ép. WAZIZI Marie-Odile, Aua",WADRENGES WAZIZI MARIE ODILE AUA,Province des Iles,Province des Iles - 02 - Un nouveau souffle,Province des Iles:02,1,Non-independantiste / loyaliste,Rassemblement-LR + Les Loyalistes,Loyalistes / Rassemblement - candidat non rattache par groupe actuel,Loyaliste droite,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
AUCHER HONAKOKO RACHELLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HONAKOKO ép. AUCHER Rachelle,HONAKOKO AUCHER RACHELLE,Province Sud,Province Sud - 02 - Kanaky pour tous,Province Sud:16,1,Independantiste / souverainiste,FLNKS elargi / UC-CCAT-DUS-RDO-DA-PT,FLNKS elargi / UC-CCAT-DUS-RDO-DA-PT,Independantiste FLNKS / gauche,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
AUDE CACO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CACO Aude,CACO AUDE,Province Sud,Province Sud - 04 - Alliance Pacifik enracinee,Province Sud:41,1,Oceanien / transversal,Alliance Pacifik / oceanien-local,Alliance Pacifik / oceanien-local,Oceanien / transversal,TRUE,NA,NA,NA,NA,NA,nouveau_2026_exact
AUDE CLAUDE KARENE LEGRAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LEGRAS Aude, Karene, Claude",LEGRAS AUDE KARENE CLAUDE,Province Sud,Province Sud - 08 - Pour une Caledonie francaise,Province Sud:30,1,Non-independantiste / droite nationale,Voix du Caillou / Rassemblement national diss.,Voix du Caillou / Rassemblement national diss.,Droite nationale anti-independantiste,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
AUDREY BAOUTUAU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAOUTUAU Audrey,BAOUTUAU AUDREY,Province des Iles,Province des Iles - 02 - Un nouveau souffle,Province des Iles:14,1,Non-independantiste / loyaliste,Rassemblement-LR + Les Loyalistes,Loyalistes / Rassemblement - candidat non rattache par groupe actuel,Loyaliste droite,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
AUDREY DUVAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DUVAL Audrey,DUVAL AUDREY,Province Sud,Province Sud - 12 - Un espoir pour demain,Province Sud:36,1,Non-independantiste / autonomiste modere,Centre droit non-independantiste / nationalisme caledonien,Centre droit non-independantiste / nationalisme caledonien,Centre non-independantiste,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
AUDREY MARIE PAITA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PAITA Marie-Audrey,PAITA MARIE AUDREY,Province Nord,Province Nord - 04 - Faire Pays,Province Nord:16,1,Souverainiste / pro-pays transversal,Faire Pays / souverainisme en partenariat,Faire Pays / souverainisme en partenariat,Souverainiste / pro-pays,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
AUGUSTE DILLENSEGER JULIEN RENE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DILLENSEGER Julien Auguste René,DILLENSEGER JULIEN AUGUSTE RENE,Province Nord,Province Nord - 02 - Alternative Nord pour un pays souverain,Province Nord:07,1,Independantiste / souverainiste,UPK / DUS / Parti travailliste,UPK / DUS / Parti travailliste,Independantiste FLNKS / gauche,FALSE,NA,NA,NA,NA,NA,nouveau_2026_exact
